Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Ret_MinusTwo,Ret_MinusOne,Ret_2,Ret_3
,,-0.3627632875870074,0.042129324788538494,10.0,0.0013059747089367694,0.0013782573225262589,-2.713032438437299e-07,-0.00016550815762143885
,,0.17058901308572216,,1.0,0.049851948373264975,0.02040384803927042,-0.0011740487629108307,-0.0020895871789256408
,-0.6029340480712984,0.20148964395494945,0.2661046413040232,8.0,0.007809031754956524,0.012577515979727531,0.0006028952525458874,0.0018067586753707995
,,-0.5399973251430704,-0.13412552145435866,2.0,-0.01562945738850754,0.04110031316782719,-1.0611659956952851e-05,-0.0005997544704084433
,-1.2042864006567229,1.0966520241534798,1.2937544749968235,5.0,-0.02358835350222356,0.023821807550469715,-0.0005647956916723251,0.000271930319271981
1.0,2.45556769044833,2.2007023654025493,1.8422163779760288,6.0,-0.006263749131205268,-0.0035625037273551477,3.5499033108597656e-06,-0.0009252780800646397
,-1.0413129390743956,1.959904128076715,1.2608866292175764,8.0,-0.010906741897298296,-0.004507587032539778,-0.0005537023297933431,0.000536940408576364
,-1.257458179201602,-0.41018963465908703,0.2636881007794516,2.0,-0.009059108293079043,0.014729932740111034,0.0005807199250150707,-0.0001372337143532435
1.0,-0.1046779213958174,0.5597029668420349,,1.0,0.01144491929065686,-0.04041158657966178,0.0013678104297614342,0.00044745949952695017
,,0.4562743020138544,,1.0,0.022278697071068814,-0.01690996819416932,-1.3870964629222836e-05,0.0015262489369393224
,,0.8174636132342992,1.0377336615171568,1.0,-0.00945856512452176,-0.001894168198940014,0.000392342069934393,-0.00036568688811746737
,,,,1.0,-0.01639585872384188,-0.009520434061941495,1.3953645357090274e-06,-1.0845607962374468e-05
,-0.7024570777104772,0.3587723667151761,,3.0,0.004288118262227725,-0.0012868564682663448,-0.00034815845009659964,0.00033962412312723753
6.0,-1.1791847500674466,0.42469759757618974,-0.3209540642591673,7.0,0.0010356086754678582,0.00627195036814566,0.0008420779400137832,-0.0006824942804284338
,0.07853794910143774,-0.287315760835073,-0.599654233331277,5.0,-0.015465785379691468,0.002345870238889261,4.37826756609702e-06,-8.556711786272329e-06
,-0.41780493513538375,-0.3161071385257102,,1.0,0.0006516802835382423,-0.03120475016040265,-0.0010082330947949,-0.0001646905191874363
,-0.038605474571759515,0.6870360142370828,0.6268595888168045,7.0,0.01924539591852645,0.0046333822103766424,0.0004482178181009111,-0.00023461964910527968
,-0.6907388809647831,-0.12867586106607862,-0.364860146301115,10.0,-0.030847413195117024,0.023804855063521483,-0.000265521368288259,0.00025647123120444543
,1.2147662070477556,0.6261843756888615,0.2418224629949187,5.0,0.0035504731581719275,-0.04078643349880602,7.604175691914155e-07,0.0004775525389582506
,-1.117236604677493,-0.1966362037444777,0.04049434955588015,2.0,-0.011613742658631148,0.022752638588079976,0.00032995489565425723,-0.0005312092295396476
,,-0.2331866440776112,,3.0,-0.007563668541970741,-0.0071856248871801625,0.0,0.0
,-0.7314842637920942,0.8513423863012892,0.6760665511666631,6.0,0.012972534087760718,-0.004663688461023928,-2.130128590970527e-06,-0.00040229426299444136
,-2.010058874142718,1.1086420035164894,,3.0,0.006398467210847048,-0.02097615238934347,-0.0006090432958236568,-0.0003148321231624378
,0.031234406172292343,-0.27621419928396906,-0.3851189703145823,8.0,0.024009603409397808,0.010479425849869854,0.0016043777322791945,-0.000981895080126365
4.0,-1.1469889690985968,0.7332788642799233,,8.0,0.007322507689358357,0.020452103061177732,0.0005149579267207568,0.0020788368274341747
,-0.33697462570993963,-0.4109159543340167,-0.12054477423139574,2.0,0.006053830202014366,-0.007575293398144458,0.0008443673586024762,-2.825527438959284e-06
,-0.10652588221674507,-0.4025721850503301,-0.6773529874869062,8.0,0.03151293223814737,-0.008290260163138512,-0.00033976268331952506,-0.00034507024662397623
,-0.05033260095674369,0.6269170883250104,,3.0,0.014955370157717137,0.012372731691061602,0.0005458420327048353,0.001281763182162992
8.0,-1.1656606148770736,2.51763740455512,1.6754776851851445,8.0,0.021758541776848973,-0.010335758863608959,-0.0002122730790751328,-0.0013080055570456153
,1.5621590913435544,-0.15388356866233305,-0.00691136575158776,8.0,0.006249137771087514,-0.04557072618760749,1.6559447635786364e-05,0.0008564233970310437
,-0.26323093598793834,0.6301955400626531,0.21235688994012286,10.0,-0.002225389937521278,-0.005905012176864546,0.00014578160595716592,8.762059603437908e-05
,-0.3158928074934512,-0.5046309026135339,,1.0,-0.0360317850984954,-0.015595572124019503,-0.0010546957135339774,-0.0007151625330672494
,,1.5954352116936503,,5.0,-0.005188969897717459,-0.008476038583993378,1.2045267019004488e-05,-4.487221548078859e-06
,-0.4164809077507896,0.9369889610145944,,1.0,-0.005852999535974411,-0.042177740613630464,-1.0221849731722247e-05,-8.821624580134112e-06
,-2.207196473580513,2.2307734829394312,2.211419739894505,2.0,-0.0071987102676109626,0.0028383100352704555,-1.5452289475418194e-06,-0.0003746885777427561
,0.2997396311864304,0.7350912868449719,0.0036072585328173344,10.0,0.027534677548637337,0.016760623362239768,-0.00041554367090749047,0.00040205229333219135
,-0.3879558876584732,0.32421007090308257,0.09885109920622392,5.0,0.010326519862792774,-0.011742676701587785,,0.0006293925221269293
,-0.6221436248660871,1.7200590220184282,,1.0,0.004039425320711904,-0.010231802114334516,4.442377595131142e-06,-0.00015587440166041876
,-0.05121593565547103,-0.4523925111354068,-0.33156326128323393,2.0,-0.002240373666759193,-0.02683144399384684,-4.257118751879672e-06,-0.00043134141403003683
1.0,-0.6402660126251697,0.11252987827956124,-1.201899840976373,9.0,-0.005076643783900511,0.0059751072605849324,-0.00030966504927321093,0.0006200409161000223
,-1.1509016975672224,-0.02148022904083205,-0.5219344848029894,10.0,-0.04640358860093618,-0.017427360334864892,0.00014407391416299892,0.00013472529436587806
,-0.5473931233784034,0.0005187434682446118,-0.03619735626369097,7.0,-0.008038183159123571,0.1026070489110368,0.0006369178558278322,0.002543438652849313
,,0.1791065098982304,0.17812019252807992,8.0,0.010108317988647107,-0.025159291326321158,-2.951427126280807e-06,-1.0350430691157872e-05
,0.16291496632858884,-0.1984818087283053,,5.0,0.002585846429273413,0.002193979596303085,-1.015913610410107e-05,
,-0.7850468052045165,0.4836562754471577,0.7698915483174957,2.0,0.0039633272562284855,-0.0012474933456815846,0.00013756492583232374,1.255969268242948e-05
,-0.824783179601164,1.6938005581566016,1.6264467478439084,1.0,0.010242162007650941,0.00045122713943353114,0.0005070237612012226,2.621407482605057e-05
,-0.7742242750146036,,0.4214374195918873,7.0,0.015950795149283457,-0.025651628297943336,3.5601518530154774e-08,0.0007771632187052418
,1.5902298767162726,0.5780717388997033,,5.0,-0.00670378656351434,-0.005566417478402219,0.0005816689627925397,0.0010085407021829828
,-0.5490336698062632,1.0802771682664596,-0.25392553105737803,9.0,-0.05548295479670765,0.023876979025326255,1.0695393950347247e-05,-0.00115176122805648
,1.4110298123046214,-0.363631112489096,-0.4454658730528725,9.0,0.12426359219261275,0.046567232855725366,0.0010088856418828103,0.0011862250601378155
,0.09090769382830677,-0.1370309588994651,-0.00013923700901297129,1.0,0.02994594987940918,-0.04199531799657502,0.0013268918212634567,-0.0007336002148303043
,0.5591484158104,0.20546062278219632,0.8666794183952651,7.0,-0.011918090150051396,0.0030479230145987906,0.00023506937103426426,-0.000941730183239584
,,0.10772616847466944,0.365130401592254,1.0,-0.012914354262427446,0.03534571346617982,-0.0013154757718861199,
,-0.2282759168455466,0.05909475624620285,0.48916113312006804,7.0,0.000747313639940303,-0.02565931568336433,-0.00021545136603972468,1.3471669995894224e-05
,,0.5005097376982857,0.1321425967449639,7.0,0.03510370932044416,-0.0012809775326321654,1.1924185373658936e-05,0.0009752326660362133
10.0,-1.5477640027593174,1.0322495909728526,0.8610664152109123,6.0,-0.0021793584721793973,0.006406747577642172,0.00016154772963924733,-1.0951563114810145e-05
,-0.4136272503081598,-0.11859799822281394,0.6295415957019032,8.0,-0.00807412638013075,0.0028954258306705034,0.00023054691141740673,0.00022307598919544326
,-0.01596608403695829,0.11153750467576223,0.5619283082031625,7.0,0.0018166056030674367,0.007428296597083363,0.0006473675798046122,0.0002189711592390734
,-1.6227219431507949,0.0353896196643126,0.5158311977087929,2.0,0.003143583414420021,0.014355942291230087,-0.0005956901470296372,0.0016039270537283774
,-0.4815642097462485,1.7111897416126851,0.9078850454588072,9.0,-0.002272848882801217,-0.018918232907631928,1.191382956396806e-05,-0.0021217814683808602
,-1.3143351190814427,1.8071401044841964,1.2107096691801291,8.0,-0.002134775879103306,-0.009435369253444577,0.0007574081731365616,-1.0812393159930287e-05
,-1.358428358396523,0.9022104608085711,1.4520610034033803,1.0,-0.0015386297403078089,-0.00029758689937277365,-0.001110714220852388,-0.000279929688050033
,-1.2724827841374526,0.5770416220883532,1.384190195929658,1.0,0.014117482844654734,0.021273517881739482,0.00038952580761144034,0.00038886075832864905
,2.463096562639736,0.7935996370095807,0.7203924863535666,2.0,-0.00976481347659731,-0.004306351209257683,-7.026857018322156e-06,0.0004235347065117312
,1.7855077329595324,1.148097298174398,0.052270339729228864,10.0,-0.022884975304323128,-0.025031654357726186,-0.00019215808311225438,0.0005208325359053488
,0.1817973667535797,0.521924811876174,0.5901691530734005,7.0,-0.030072326797626007,0.004422997877390434,0.0014351961867090776,-1.8249915173944945e-05
1.0,-1.1275824122471862,0.5628506519488954,0.6914134788222456,8.0,0.03865984840065435,-0.006408104049253149,0.0002669913913304201,0.0008473290802987267
,0.1728461171179349,0.9695151964341541,,2.0,-0.01644637806587813,0.005474210528951768,-0.0002725425286341258,-0.00027233247099257217
,0.3111641668978426,-0.6276047734869608,-0.31260728222258066,2.0,0.019360272043640086,0.01683056352485715,0.0,0.00016042136620646188
,2.3479217682845115,-0.1106402722651317,,1.0,0.00800639002541193,0.006476580838768734,0.00017379196862064652,0.00017482920560194556
,-2.1737134428684577,-1.0165618639854521,-0.4240621948053262,8.0,-0.0769593753103533,0.08917720239068609,,-0.0026960145532838034
5.0,-1.0209556869459375,0.9203689144654982,-0.12637920108382372,9.0,-0.011222366325583282,-0.017289431826197788,0.0,0.0008741427826854492
6.0,0.2470538313282603,0.03135856050842156,0.6292292300541276,7.0,0.007511307515306394,0.011115955218968694,-0.00041337071479691516,0.0005379943510180566
,0.184123671430118,-0.14082635558047907,0.6364698721083846,8.0,0.01902344920979421,0.08826729755908662,9.764859743075092e-05,-0.0012500764282159331
,-0.1808194992715504,-0.6027478283909107,,1.0,-0.014925735200519931,0.012966787852408571,-0.0005015266736247628,0.001741724034372543
,,-0.7727245786913199,-0.053994834892488734,7.0,-0.016905004411246077,-0.013716313786157563,0.0009055867630653716,-0.0013300885217587667
,,1.5949447476185898,1.1553522677419763,7.0,0.01232474296858059,0.010862788852120695,0.0013905588416738837,0.0008878392092860289
,-0.9368517907660564,1.5123754840401793,0.3002257493693131,6.0,-0.002835553924655868,-0.012526179648401687,-0.0005959671464680407,-0.0003991269789565425
9.0,-0.6485105218529671,0.9753664009972592,0.7089129285418998,7.0,0.020410344803981885,0.011313920301147563,-0.0009347146629499355,0.00029101989260082637
,2.8752121613159467,0.4219285587500389,0.5737456711952335,9.0,0.013120807769971841,-0.0010413958680524401,0.00015006400925948363,0.00035287692719441235
3.0,2.7010615002560807,0.7393043911462834,,3.0,0.017982313297512775,0.00309768005732815,0.0004631377847699244,0.00045856376707135196
,,-0.23046708232455995,0.12153066777094927,7.0,0.011242940481310429,0.2648755906761984,-0.00408711170782793,0.00046970520826634265
1.0,2.6416254472045773,1.7386618147310422,1.4774095819499122,7.0,0.0014254451963523435,0.00821653037590276,0.0005366821401188649,-0.0005447255406241332
4.0,-1.6876762936161862,1.2602406849853192,1.6225111411917317,2.0,0.005263053046435198,-0.008205642454829949,-0.0002202726983632811,0.00046385072057717597
,-1.436168936607841,0.5587026271694794,1.082207541277136,1.0,0.0663113042419325,0.013508630410042013,0.0007020995570952037,-0.0005297443393176318
,,0.5517984237337414,,1.0,-0.001972910706683597,-0.005405818218831785,6.614150481694244e-06,1.7562687324835555e-05
,0.466481096391074,0.7745824612983591,,3.0,-0.00031536796069011485,-0.006467059994442817,0.0005338431100344481,0.0009506902317208756
,-0.5439742607698117,0.7735998464326792,,3.0,-0.0016688468136966206,0.00385351939375925,0.0002657412571936092,1.1805542619293202e-05
,0.21704929236759168,0.7886677241176019,0.2965032145041824,7.0,-0.020486331220679773,-0.03451573478618744,0.00030950333605641927,1.4387216788360789e-06
,1.87441926856766,0.5210927924204579,,3.0,0.007548973297781333,0.0001616898337009043,2.733357129419536e-06,-0.0005082153426801887
1.0,-1.810787492542273,1.320506813882493,,7.0,0.010546003765190236,0.015914051360334292,-0.0010241994887082817,-1.7833176429875175e-05
,,0.5002942589443634,,3.0,0.0045572831743722975,0.011431044957093671,0.0005155445775169263,-0.00023900451221129263
4.0,-0.9268141367459336,1.2073951880410176,1.6384088750480068,8.0,-0.015331610951501862,-0.023376035899607784,0.0004802931592861832,0.00017226094328384316
,-0.7264674275548322,0.16705584162702886,,3.0,0.006272708465183129,-0.0004437517855445698,-1.2373417939042974e-05,1.2734969434679915e-05
,-0.2357978417855977,-0.4602122020880504,0.036858250162198375,2.0,-0.00024239266471152442,-0.002035361790323445,-1.1597380047108462e-06,-0.0001344005644987667
6.0,-0.4924824077862443,0.9769892344477216,0.7977720094078325,5.0,0.036317428562517184,-0.0031607495465803877,-0.0006946282751160277,-0.00027640556361157724
,2.942021407512839,2.688493670090108,2.184969911604544,4.0,-0.00625106014124983,-0.010684376285439426,-6.768984966980704e-05,-0.0003832033667480792
,,-0.7946841712864583,-0.419002248601884,7.0,0.020260271822680826,-0.030632414499702637,0.00013122110748404602,-0.0001346685741589503
,-0.6075891796022049,0.2459705758075453,0.08875936836873345,9.0,0.01589447066959098,0.0012458734077186633,-0.0002434321164303189,-0.0002310124768102109
,0.20887320463851086,-0.0028789182503259968,,1.0,-0.0277211783625032,0.003202257027888877,-0.0013312814592158525,0.0003340094649780232
,-1.1240950073963774,0.326786760157224,0.75184458667693,2.0,-0.000224294106846728,0.009711391592474585,-1.6829249634310925e-05,-1.1802455664717313e-05
1.0,0.2324264359498193,0.9258735824225696,0.98647646640425,8.0,0.0149383454572699,-0.006739173066747982,-0.0009762202220455994,-0.0008555152303152259
,-1.0163546951207194,0.0911437761659861,-0.4441496753435677,8.0,0.009413924462167648,0.011854205775092979,-0.001107772878301734,-1.5637329511926902e-05
,-1.9636259348207403,2.546249347258899,2.2640766331069937,1.0,-0.02790265532109617,-0.007113441619397095,-0.0005927521333068072,0.0002983457933540543
,-1.8981544632455216,1.0035202845054978,1.20013987975472,2.0,-0.007813088334399493,-0.005964184613949595,0.00044963765386919074,-5.4273594538831234e-06
,-0.8982844621400665,1.6497162828903842,1.23443989960845,7.0,-0.003023106906711239,-0.012850182498578118,-0.00017281525905238145,0.0008958019013943576
,,0.6178099674459603,,1.0,-0.009062591887773504,0.0013252564043995435,0.0,0.0
,,-0.7917076848232809,,1.0,0.007306967683390491,-0.01916689599966152,-0.0004999347895570975,-0.0004702987124030486
,-0.3876250733533697,0.480721056356624,0.9990206486345856,7.0,0.016423567043449255,0.007833250312405421,-0.00011367764545296094,1.278510543173528e-05
2.0,-0.7286670772924959,1.1226227058189535,0.9194505475317172,6.0,-0.009475217889154449,0.001808622494120531,0.00024506301057264785,-0.00024019069112324911
,-0.26396798866811755,0.4718675754514266,0.29391501946329,2.0,0.0622712920373007,-0.02457371043045476,-0.002065777347325292,-1.0664415640547804e-05
,-0.570656559221546,2.0998569139927934,1.750370846540378,7.0,0.008631059554812174,0.014051452311534705,0.0017743209834637965,-0.000973500020841032
,-0.7950454189360571,-0.3613005764467642,,1.0,0.008392475276552439,0.007865388289993143,-0.0002202760448171249,-1.8942140025635376e-05
,2.2571667537859317,1.01780277730105,1.257911285677852,6.0,0.013896796858233224,-0.00913886697859666,5.398452814762028e-06,-1.4089487468196475e-05
,-1.23924865204195,1.234799636396002,1.2618835976660947,2.0,-0.003781773738531072,-0.00353729483325165,-0.00013397182565843434,-0.000355850607473778
,2.580019791503266,0.20712613807217145,-0.039217395349640166,8.0,0.039119833092597714,-0.015020423863253475,-0.0035566609095815343,0.001764312275324001
,1.0877106963373204,0.5488319940687567,,1.0,-0.013591584200115529,-0.007824634002049054,-7.700610143763217e-06,0.00018994969072847807
,,-0.25818934142972105,0.2194570531975898,2.0,-0.012360974736309514,-0.05706486676817017,-0.00016962074214138984,-0.00015254915569932526
,-0.7684982508487229,0.4399742680114947,0.9635186549331572,2.0,0.0047982755160636105,0.018924568464129227,0.0003818666423824649,0.0008082995374450884
3.0,,0.5542992843175345,0.5901428030805256,9.0,-0.014995819082784584,-0.002158888340788965,4.568448390795062e-06,0.00019234575244946384
,1.8280358190991977,0.06167319061768421,0.5708281705558433,2.0,0.009330212539303006,-0.005826812129876148,-0.00019067878075618608,0.0001999732013075197
,2.5299571676625208,0.3421515907011012,0.8694053402190587,1.0,-0.02360790457874245,-0.000146049233306832,-0.00011518683505520933,-0.00023249707694239264
,,1.4526630896757016,1.565276228509288,7.0,-0.0099731225366814,0.01812065075165464,0.0004974120172710508,0.0006751818450078286
4.0,-1.753738519252674,2.9395814238642086,,7.0,0.013251022203634184,0.010842994299281504,0.0004894941593068994,1.699892331856194e-06
,-0.35441222252682103,0.4324538454602111,0.4109931255207292,8.0,-0.005145816563556507,-0.012745573506391742,0.001222297337470672,-0.000677549338772159
6.0,-0.8775665451607338,0.7929789447884802,0.8725024038692683,5.0,-0.0011187001078921321,0.005175235688768561,0.00030252713832227125,-0.0004631226533346616
,-0.5773142022626611,-0.2083958857115651,0.11517398873495102,8.0,0.012168914921147323,0.00650166718985736,0.002007676995464693,0.0005565229463573766
,-1.033084808973943,-0.14701965085179086,0.2198703883668689,8.0,0.014313583453978847,0.004304749462807054,0.000177500363867558,
,-1.989540508671016,0.7535743116303562,1.0478816848553762,8.0,-0.10076491911580553,0.020022436825365458,0.0044382311885474346,0.0022411271813552558
