uid,book_title,subject,summary,original_publisher,digital_publisher,format,language,copyright,author_name,published,resource_url,cover,thumbnail
25fdda81-474c-491a-9752-793fe547724b,"Ustaz Ahmad Sonhadji Mohamad Milatu","nlbshtx:Personalities>>Biographies>>Religious Leaders|Ustaz Ahmad Sonhadji Mohamad Milatu, 1922–2010|Ulama--Singapore--Biography|Award winners--Singapore--Biography|nlbdltx:Philosophy, psychology and religion>>Religion>>Islam|Religious leaders","Ustaz Ahmad Sonhadji Mohamad Milatu (b. 18 August 1922, Desa Pingging, Surakarta (Solo), Central Java, Indonesia–d. 12 August 2010, Singapore) was a prominent ulama (religious scholar) who played a critical role in the development of Islamic education and the nurturing of ulama in Singapore and the region. He was a founding member of the Persatuan Ulama dan Guru-guru Agama Islam (Singapura) (PERGAS; Singapore Islamic Scholars and Religious Teachers Association), formed in 1957. He also held numerous positions in the Majlis Ulama Islam Singapura (MUIS; Islamic Religious Council of Singapore) and was a respected adviser on Islamic religious matters.","na","National Library Board Singapore","text/html :. 20 KB, 3 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_1468_2010-08-13.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/25fdda81-474c-491a-9752-793fe547724b?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/25fdda81-474c-491a-9752-793fe547724b?s=SM"
7cf8b115-d8bd-492a-825b-8aa47235dadd,"Tamil community","Social groups |Ethnic groups |Clans--Singapore|Tamils","The Tamils make up the largest segment of the South Indian community in Singapore. Originating from the present-day state of Tamil Nadu in South India as well as northern Sri Lanka (formerly Ceylon), many Tamils came to Singapore during the 19th century as labourers and traders. Today, the Tamils make up about five percent of Singapore’s population. The majority of Tamils are Hindus, although there are also some Christian and Muslim Tamils.","na","National Library Board Singapore","text/html :. .","eng","All Rights Reserved. National Library Board Singapore 2013.","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_2013-08-12_114422.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/7cf8b115-d8bd-492a-825b-8aa47235dadd?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/7cf8b115-d8bd-492a-825b-8aa47235dadd?s=SM"
2fb253f3-341c-442c-812c-848dda2e10b3,"Goh Soo Khim","Biographies |Artists |Dancers","Goh Soo Khim (b. 1944, Singapore–) is a ballerina, choreographer and dance educator. She was one of the co-founders of the Singapore Dance Theatre (SDT), and has been the director and principal of the Singapore Ballet Academy (SBA) since 1971. Goh has played a major role in the development and professionalisation of dance in Singapore and is credited with nurturing a number of successful dancers.","na","National Library Board Singapore","text/html :. .","na","All Rights Reserved. National Library Board Singapore 2013.","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_2013-06-19_104424.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/2fb253f3-341c-442c-812c-848dda2e10b3?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/2fb253f3-341c-442c-812c-848dda2e10b3?s=SM"
e4b1bb69-d4ba-407d-9528-eba0b39a7276,"Pulau Merlimau refinery fire","nlbshtx:Events>>Disasters|Disasters--Singapore|Fires--Singapore|Petroleum refineries--Fires and fire prevention--Singapore|nlbdltx:Business, finance and industry>>Industry|Accidents","Pulau Merlimau was one of Singapore’s southern islands off the coast of Jurong before it became part of Jurong Island. It used to house the refinery of the Singapore Refining Company (SRC), a joint venture between British Petroleum, Caltex Petroleum Corporation and Singapore Petroleum Company. A fire that occurred at the refinery on 25 October 1988 was considered the worst offshore fire in Singapore’s history.","na","National Library Board Singapore","text/html :. 11 KB, 2 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_1007_2010-05-07.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/e4b1bb69-d4ba-407d-9528-eba0b39a7276?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/e4b1bb69-d4ba-407d-9528-eba0b39a7276?s=SM"
e1759c19-3427-4b75-bb30-5165320510af,"Lee Lim","nlbshtx:Personalities|nlbshtx:Arts|Personalities |Arts","Lee Lim (b. 1931, China–d. 12 January 1989, Singapore), was an icon in the field of artistic photography, both locally and internationally. His landscape photography had a distinctive Asian style that strongly resembled Chinese painting. He was also an expert in portraiture photography. For his contributions to the field of photography, Lim was awarded the Cultural Medallion for Photography in 1987.","na","National Library Board Singapore","text/html :. .","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_2014-02-10_162735.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/e1759c19-3427-4b75-bb30-5165320510af?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/e1759c19-3427-4b75-bb30-5165320510af?s=SM"
0d87448d-369a-44c2-a95c-cf2079abf3f1,"Beaulieu House","nlbshtx:Architecture and Landscape>>Building Types>>Historic Buildings|Historic buildings--Singapore|nlbdltx:Arts>>Architecture>>Public and commercial buildings|Historic buildings","Beaulieu House is located at 117 Beaulieu Road, within the grounds of what is now Sembawang Park. Built sometime in the 1910s, the house was believed to have been owned by a Jewish family by the name of David, before the building and the surrounding land were acquired by the colonial government in 1924 for the construction of the Sembawang Naval Base. The building later became the residence of senior engineering staff involved in the construction of the naval base: Vice-Admiral Geoffrey Layton from 1940 to 1942, and senior Royal Navy officers after World War II. When British forces withdrew from Singapore and the naval base was handed over to the Singapore government in 1968, part of the base, including the house, was developed into Sembawang Park in 1979. Beaulieu House has housed a restaurant since 1981. It was accorded conservation status on 8 April 2005.","na","National Library Board Singapore","text/html :. 38 KB, 3 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_1768_2011-05-20.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/0d87448d-369a-44c2-a95c-cf2079abf3f1?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/0d87448d-369a-44c2-a95c-cf2079abf3f1?s=SM"
de147abf-4843-4d23-acfd-83128101d728,"Bencoolen Street","nlbshtx:Architecture and Landscape>>Streets and Places|Street names--Singapore|Historic sites--Singapore|nlbdltx:Arts>>Architecture>>Public and commercial buildings|Streets and Places","Bengkulu, on the coast of West Sumatra, was renamed Bencoolen by the British in 1685.","na","National Library Board Singapore","text/html :. 9 KB, 2 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_174_2005-01-25.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/de147abf-4843-4d23-acfd-83128101d728?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/de147abf-4843-4d23-acfd-83128101d728?s=SM"
fdf1d242-cc35-4661-b23f-cc498407d2dd,"Food courts","nlbshtx:Architecture and Landscape>>Streets and Places|Food courts--Singapore|nlbdltx:Business, finance and industry>>Industry>>Manufacturing industries>>Food, beverages and tobacco|Streets and Places","Food courts in Singapore are air-conditioned food centres that serve inexpensive cooked food, drinks and desserts. Each food court houses an array of stand-alone food stalls that are managed and rented out by a food court operator. Food courts serve predominantly local hawker food and drinks but international cuisines like Western, Thai, Japanese and Korean fare can also be found there.","na","National Library Board Singapore","text/html :. 16 KB, 3 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_1636_2010-01-31.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/fdf1d242-cc35-4661-b23f-cc498407d2dd?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/fdf1d242-cc35-4661-b23f-cc498407d2dd?s=SM"
db085df3-1a9f-4be0-b2e4-3b6ae01087a8,"Faber House explosions","nlbshtx:Politics and Government>>National Security|Terrorists--Singapore|nlbdltx:Law and government>>Security|nlbdltx:People and communities>>Social conflict>>Terrorism|_Historical_Events:Faber House Explosions, Singapore, 1985-1986 |Bombings--Singapore|National security","Faber House, a 12-storey office building along Orchard Road, was the site of two explosions in the mid-1980s. The first – and largest – explosion occurred on 17 March 1985 and the second on 21 December 1986, both Sundays. No one was injured. The building is owned by United Overseas Land (UOL), a subsidiary of the United Overseas Bank group.","na","National Library Board Singapore","text/html :. 15 KB, 2 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_1546_2009-07-17.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/db085df3-1a9f-4be0-b2e4-3b6ae01087a8?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/db085df3-1a9f-4be0-b2e4-3b6ae01087a8?s=SM"
8aeacff9-d25c-4c6d-b34d-39baccc5d847,"Teng Mah Seng","nlbshtx:Personalities|nlbshtx:Arts|Personalities |Arts","Teng Mah Seng (b. 1915, Fujian province, China–d. 5 December 1992, Singapore) was a musician, lyricist and composer. He was hailed as the saviour of nanyin music, an ancient form of Chinese opera music that dates back to the seventh-century Tang Dynasty. Teng is credited not only for reviving this ancient art form, but also for taking nanyin to greater heights by injecting new elements to make it more attractive to contemporary audiences, as well as introducing the musical form to the international arts scene. For his artistic contributions, Teng was awarded the Cultural Medallion for Music in 1987.","na","National Library Board Singapore","text/html :. .","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_2014-01-24_114302.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/8aeacff9-d25c-4c6d-b34d-39baccc5d847?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/8aeacff9-d25c-4c6d-b34d-39baccc5d847?s=SM"
69a3e72f-bdf4-4b77-9951-a7e657a062a9,"Idol carvers","nlbshtx:Commerce and Industry>>Labour and Employment>>Vanishing Trades|Carvers (Decorative artists)--Singapore|nlbdltx:Arts>>Decorative arts>>Carving and carvings|nlbdltx:Business, finance and industry>>Industry>>Services>>Retail and wholesale|Vanishing trade","Idol carvers were craftsmen who carved Chinese deities out of wood for worship. They were usually Cantonese and Hokchew working in the Chinatown area. Their work involved not only fine craftsmanship but also an understanding of Chinese gods and goddesses.","na","National Library Board Singapore","text/html :. 10 KB, 1 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_710_2005-01-03.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/69a3e72f-bdf4-4b77-9951-a7e657a062a9?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/69a3e72f-bdf4-4b77-9951-a7e657a062a9?s=SM"
8cde6743-43c4-4d12-a776-a90d7cf6932f,"Mountbatten Estate","nlbshtx:Architecture and Landscape>>Streets and Places|nlbshtx:Geography>>Population>>Urban Planning|Suburbs--Singapore|Street names--Singapore|Urbanization--Singapore|nlbdltx:People and communities>>Social groups and communities|nlbdltx:Arts>>Architecture>>Residential buildings|Streets and Places |Urban planning","Mountbatten Estate is one of the five subzones in the Marine Parade area within Singapore’s Central Region. It spans a total area of 161 ha. It was named after Lord Louis Mountbatten, who later became Earl Mountbatten of Burma. Today, Mountbatten Estate is described as an area with a mix of quality bungalows and residential apartments.","na","National Library Board Singapore","text/html :. .","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_851_2005-01-05.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/8cde6743-43c4-4d12-a776-a90d7cf6932f?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/8cde6743-43c4-4d12-a776-a90d7cf6932f?s=SM"
8b46c498-c753-4e04-8322-d77c8b094a18,"Elephant statue","nlbshtx:Arts>>Visual Arts>>Sculpture|nlbshtx:Events>>Historical Periods>>Founding of Modern Singapore (1819-1941)|Animal sculpture--Singapore|Statues--Singapore|Singapore--Foreign relations-- Thailand|Singapore--History--1867-1942|nlbdltx:Arts>>Sculpture|nlbdltx:History>>Asia>>Southeast Asia>>Singapore|Historic sites |Sculpture","The “elephant statue” is a bronze monument located at the High Street entrance of the Old Parliament House (formerly known as the Old Court House) in the Downtown Core of Singapore’s Central Region. It was a gift from Thailand’s King Chulalongkorn (Rama V) to commemorate his visit to Singapore in 1871 – the first by a Thai monarch. The statue was originally erected in front of the Victoria Memorial Hall on 25 June 1872. It was moved to the Old Court House in 1919, when the statue of Stamford Raffles was put in its place for Singapore’s centenary celebrations.","na","National Library Board Singapore","text/html :. 12 KB, 2 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_30_2004-12-13.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/8b46c498-c753-4e04-8322-d77c8b094a18?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/8b46c498-c753-4e04-8322-d77c8b094a18?s=SM"
05eb540b-48dd-4a2a-9b54-2066fc1cbed9,"King Edward VII College of Medicine","nlbshtx:Architecture and Landscape>>Building Types>>Educational Buildings|nlbshtx:Politics and Government>>Health|Medical colleges--Singapore|nlbdltx:Health and medicine>>Health services|Schools (Buildings) |Public health","The King Edward VII College of Medicine was established in 1905 as the Straits and Federated Malay States Government Medical School. It was renamed King Edward VII Medical School in 1912, and then King Edward VII College of Medicine in 1921. In 1982, the College of Medicine became the Faculty of Medicine, part of what is now the National University of Singapore. In 2005, it renamed again as Yong Loo Lin School of Medicine. The College of Medicine Building, built in 1926 and located within the grounds of the Singapore General Hospital, was gazetted as a national monument in 2002.","na","National Library Board Singapore","text/html :. 27 KB, 3 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_1087_2011-01-21.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/05eb540b-48dd-4a2a-9b54-2066fc1cbed9?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/05eb540b-48dd-4a2a-9b54-2066fc1cbed9?s=SM"
8fe3628d-f9d5-4fb2-98ed-23524c0ec268,"Lou Mee Wah","nlbshtx:Personalities|nlbshtx:Arts|Personalities |Arts","Lou Mee Wah (b. 30 March 1951, Singapore–) is a Cantonese opera singer well known for her role as a male impersonator. She has received many glowing reviews for playing sheng, or male roles, ranging from gentle scholars to fearsome warriors. Her teacher, mentor and stage partner was the well-known Cantonese opera singer, Joanna Wong. In the later part of her artistic career, Lou began to explore playing female roles. For her artistic contributions, Lou was awarded the Cultural Medallion for Chinese Opera in 1997.","na","National Library Board Singapore","text/html :. .","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_2014-02-10_163235.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/8fe3628d-f9d5-4fb2-98ed-23524c0ec268?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/8fe3628d-f9d5-4fb2-98ed-23524c0ec268?s=SM"
5c4f9683-b005-4c6e-8377-8d2566a29171,"New Bridge Road","nlbshtx:Architecture and Landscape>>Streets and Places|nlbshtx:Ethnic Communities|Street names--Singapore|Immigrants--Singapore|nlbdltx:Arts>>Architecture>>Public and commercial buildings|nlbdltx:People and communities>>Social groups and communities|Streets and Places |Heritage and Culture","New Bridge Road is a one-way street that begins from the Coleman Bridge on the south of the Singapore River and ends at the junction of Eu Tong Sen Street and Kampong Bahru Road.","na","National Library Board Singapore","text/html :. 15 KB, 2 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_310_2004-12-17.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/5c4f9683-b005-4c6e-8377-8d2566a29171?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/5c4f9683-b005-4c6e-8377-8d2566a29171?s=SM"
f346e2a6-b70b-453e-8ffb-e26f1466eed8,"Lee Hock Moh","nlbshtx:Personalities|nlbshtx:Arts|Personalities |Arts","Lee Hock Moh (b. 1947, Singapore–) is a Singaporean artist whose detailed and vibrant orchid paintings have won him accolades both locally and internationally. Trained in traditional Chinese ink and Western oil painting, Lee is considered a second-generation artist of the Nanyang Style and is the first local artist to specialise in painting orchids in the gongbi (fine line) style. In later years, Lee started painting landscapes. He developed his own unique style of representing mountains, rivers, stones and nature by integrating Western art techniques with traditional Chinese ink painting. His works are highly acclaimed and have been exhibited in Singapore and internationally in places like China, Hong Kong, Japan, USA and Russia. For his artistic contributions, Lee was awarded the Cultural Medallion for Visual Arts in 1981.","na","National Library Board Singapore","text/html :. .","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_2014-02-10_162904.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/f346e2a6-b70b-453e-8ffb-e26f1466eed8?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/f346e2a6-b70b-453e-8ffb-e26f1466eed8?s=SM"
2ad089b4-a01c-4d92-b98a-e1002af7b0ad,"Bubble tea","Heritage and Culture |nlbshtx:Ethnic Communities>>Food|Ethnic foods","Bubble tea is a beverage originating from Taiwan comprising tea with fruit syrup or milk added, and then shaken. Tapioca balls or “pearls” are often added to the concoction as well. This beverage has undergone a few waves of popularity in Singapore.","na","National Library Board Singapore","text/html :. .","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_2014-01-29_182158.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/2ad089b4-a01c-4d92-b98a-e1002af7b0ad?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/2ad089b4-a01c-4d92-b98a-e1002af7b0ad?s=SM"
